,problem_text,topic
332,Let's call the natural number almost square if it's either the exact square or the exact square times the prime number. Can 8 almost squares go in a row?,number_theory
333,"It is known that AE and CD are the bisectries of the ABC triangle, CDE = 30o. Prove that one of the angles of the ABC triangle is 60 degrees or 120 degrees. Send a comment. Decision 52511 [the area of the nine points] Themes: [The direct Euler and the circle of the nine points] [The four points that cross the same circle] [The middle line of the triangle] [The four points that cross the circle of the 223]",geometry
334,"Some of the chess board cells have a candy board. It is known that in each row, in each column and in each diagonal (any length, even one cell) there is an even number of candy (perhaps none). What is the maximum number of candy on the board?",number_theory
335,"Misha has 1,000 identical cubes, each of which has one pair of opposite sides white, the other blue, the third red, and he collected a large cube of 10×10, attaching single-colored cubes to each other. Prove that the big cube has a single-colored line.",combinatorics
336,Prove that the number of steps in Euclid's algorithm can be as large as you want.,number_theory
337,"Let's have a sequence function of Catalan numbers. Prove that it meets the equation C(x) = xC2(x) + 1, and get a clear view of the function C(x). The Catalan numbers can be found in the directory.",combinatorics
338,Find the lowest natural value of n at which the number n is divided by 990.,number_theory
339,"Petit only has 28 classmates, and every two out of 28 has a different number of friends in this class. How many friends does Petie have?",combinatorics
340,Prove that there are no multiples that have exactly seven ribs.,combinatorics
341,Petey noticed that all his 25 classmates had different numbers of friends in this class.,dirichlet
342,"Of the statements ""number a divided by 2,"" ""number a divided by 4,"" ""number a divided by 12"" and ""number a divided by 24"" three faithful and one wrong.",number_theory
343,"The ABC triangle is placed in a circle with the centre of O. Direct AC and BC cross the circle passing through points A, O and B at points E and K. Prove that the straight OC and EK are perpendicular.",geometry
344,AA1 and BB1 are the heights of the ABC sharp-angle non-equidistant triangle. It is known that the A1B1 segment crosses the median line parallel to AB at point C'. Prove that the CC segment is perpendicular to a straight line passing through the point of intersection of heights and the centre of the described circle of the ABC triangle.,geometry
345,Can the four points be placed on plane (a) so that each of them is connected by sections with three other points (without intersections)? (b) 6 points and connected by non-crossable sections so that each point has exactly four segments?,graphs
346,"Equivalent angles X1OY and YOX2 have the circles,1 and,2 concerning the sides of OX1 and OX2 at points A1 and A2, respectively, and the sides of OY at points B1 and B2. C1 is the second point of intersection of A1B2 and,1 and C2 is the second point of intersection of A2B1 and,2 show that C1C2 is a common tangent to the circles.",geometry
347,"Two are playing this game. From a bunch of 25 matches each takes one, two, or three matches in turn. The one who wins at the end of the game – after all matches have been removed – will have an even number of matches. (a) Who wins at the right game – the starter or his partner? How does he have to play to win? (b) How would the answer change if you count what wins the odd number of matches? (c) Study this game in general when matches 2n + 1 are allowed to take any number of matches from 1 to m.",number_theory
348,"The plane gives a straight line l and two points A and B on one side of it. On a straight line l select the point M from which the sum of the distances to points A and B is the smallest, and the point N for which AN = BN. Prove that the points A, B, M, N lie on the same circle.",geometry
349,"Whole non-negative numbers x and y satisfy the equation x2 – mxy + y2 = 1 (1) when and only when x and y – adjacent members of the sequence (2): a0 = 0, a1 = 1, a2 = m, a3 = m2 – 1, a4 = m3 – 2m, a5 = m4 – 3m2 + 1,... where ak+1 = mak – ak-1 for any k0.",number_theory
350,Prove the inequality sinn2x + (sinnx – cosnx)2 ≤ 1.,combinatorics
351,"It is known that the sum of any two of the three square members x2 + ax + b, x2 + cx + d, x2 + ex + f has no roots. Can the sum of all three members have roots?",polynoms
352,"In the country, some pairs of cities are connected by roads that do not cross beyond the city, and each city has a sign showing the minimum length of the route leaving the city and passing through all the rest of the country's cities (the route may pass through some cities more than once and is not obliged to return to the source city). Prove that any two numbers on the plates are not more than one and a half times different.",combinatorics
